Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Brand,isFIFA,isSuperMario,isGTA,isPokemon,isCOD,isNFS,FIFASales,MarioSales,GTASales,PokeSales,CODSales,NFSSales,NA_Mil_Sales,EU_Mil_Sales,JP_Mil_Sales,Other_Mil_Sales,Global_Mil_Sales,Genre_Filtered,NOT_NA_MIL
4569,Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,525,4124,420000,6082,420000,Role-Playing,419475
4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0,0,0.42,0,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5237,4644,420000,4028,420000,Other,414763
4571,NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,330000,90000,7346,10000,420000,Sports,90000
4572,Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,D3Publisher,0.22,0.16,0,0.04,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,220000,160000,9666,40000,420000,Action,200000
4573,Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.13,0.19,0,0.11,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,190000,3061,110000,420000,Action,290000
4574,Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,230000,20000,160000,20000,420000,Role-Playing,190000
4575,The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,4310,50000,420000,Platfrom,210000
4576,Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,50000,220000,10000,420000,Role-Playing,280000
4577,LEGO Rock Band,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.24,0.13,0,0.06,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,240000,130000,3360,60000,420000,Other,180000
4578,25 to Life,PS2,2006,Shooter,Eidos Interactive,0.35,0.01,0,0.06,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,350000,10000,6315,60000,420000,Shooter,70000
4579,NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,3791,50000,420000,Sports,210000
4580,Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,330000,90000,724,10000,420000,Shooter,90000
4581,The Sims,XB,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,310000,100000,710,10000,420000,Other,110000
4582,Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,230000,150000,6035,40000,420000,Other,190000
4583,Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,2765,50000,420000,Other,210000
4584,The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0,0.03,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,240000,160000,1953,30000,420000,Other,180000
4585,Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,0,0,0.42,0,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5492,3093,420000,2499,420000,Action,414508
4586,Rascal,PS,1998,Action,Psygnosis,0.24,0.16,0,0.03,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,240000,160000,6797,30000,420000,Action,180000
4587,Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,220000,130000,40000,40000,420000,Role-Playing,200000
4588,Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,330000,80000,3222,10000,420000,Sports,90000
4589,Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.23,0,0.04,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,150000,230000,8224,40000,420000,Sports,270000
4590,Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0,0,0.41,0.01,0.42,00s,Super Mario,0,1,0,0,0,0,0,0.42,0,0,0,0,8005,192,410000,10000,420000,Platfrom,411995
4591,Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.39,0,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,390000,383,9319,30000,420000,Platfrom,30000
4592,Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,340000,40000,10000,40000,420000,Shooter,80000
4593,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007,Strategy,Konami Digital Entertainment,0.03,0.2,0.1,0.11,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,200000,100000,110000,420000,Other,390000
4594,Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,240000,160000,64,30000,420000,Other,180000
4595,All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,9433,50000,420000,Sports,210000
4596,Big Strike Bowling,PS,2003,Sports,Gotham Games,0.23,0.16,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,230000,160000,7719,30000,420000,Sports,190000
4597,Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,0.22,0.01,0.16,0.03,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,220000,10000,160000,30000,420000,Role-Playing,200000
4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.2,0.19,0,0.04,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,190000,2181,40000,420000,Action,220000
4599,Horsez,DS,2006,Simulation,Ubisoft,0.38,0.01,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,380000,10000,9615,30000,420000,Other,40000
4600,SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0,0,0,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,420000,219,5138,7651,420000,Action,0
4601,NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,230000,160000,3945,30000,420000,Racing,190000
4602,Grandia,SAT,1997,Role-Playing,ESP,0,0,0.42,0,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8580,1396,420000,1563,420000,Role-Playing,411420
4603,ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0,0.02,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,320000,90000,6169,20000,420000,Sports,100000
4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,Konami Digital Entertainment,0.3,0.11,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,300000,110000,3532,10000,420000,Other,120000
4605,Hot Wheels World Race,PS2,2003,Racing,THQ,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,9008,50000,420000,Racing,210000
4606,Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,THQ,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,7158,50000,420000,Action,210000
4607,Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,5347,50000,420000,Action,210000
4608,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,330000,30000,40000,30000,420000,Platfrom,90000
4609,American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,350000,10000,2502,60000,420000,Racing,70000
4610,Vanquish,X360,2010,Shooter,Sega,0.19,0.17,0.03,0.04,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,170000,30000,40000,420000,Shooter,230000
4611,Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.3,0.11,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,300000,110000,3037,10000,420000,Action,120000
4612,Marvel Super Hero Squad,DS,2009,Fighting,THQ,0.37,0.02,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,370000,20000,186,30000,420000,Other,50000
4613,Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0.11,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,300000,110000,1400,10000,420000,Platfrom,120000
4614,JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,0.23,0.16,0,0.03,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,230000,160000,7081,30000,420000,Racing,190000
4615,NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,390000,2271,1668,30000,420000,Sports,30000
4616,Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9956,7344,390000,30000,420000,Role-Playing,410044
4617,Solitaire Overload,DS,2007,Misc,Telegames,0.39,0,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,390000,7295,3839,30000,420000,Other,30000
4618,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai Games,0,0,0.42,0,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2957,7589,420000,8156,420000,Other,417043
4619,Test Drive,XB,2002,Racing,Atari,0.35,0.05,0,0.02,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,350000,50000,3586,20000,420000,Racing,70000
4620,Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0,0,0.42,0,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,666,1775,420000,8768,420000,Sports,419334
4621,Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,0.2,0.08,0.12,0.03,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,80000,120000,30000,420000,Other,220000
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,2598,50000,420000,Action,210000
4623,Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35,0.06,0,0,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,350000,60000,9228,159,420000,Racing,70000
4624,NFL Blitz 2001,N64,2000,Sports,Midway Games,0.34,0.07,0,0,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,340000,70000,8543,2304,420000,Sports,80000
4625,Dr. Mario 64,N64,2001,Puzzle,Nintendo,0.34,0.07,0,0,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,340000,70000,688,6651,420000,Other,80000
4626,Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,0,0,0.39,0.03,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1149,7261,390000,30000,420000,Sports,418851
4627,Army Men: Sarge's Heroes 2,N64,2000,Shooter,3DO,0.34,0.07,0,0,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,340000,70000,5080,5960,420000,Shooter,80000
4628,James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,320000,80000,4105,10000,420000,Shooter,100000
4629,Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.19,0.16,0,0.07,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,160000,6906,70000,420000,Other,230000
4630,Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.09,0.25,0.02,0.06,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,250000,20000,60000,420000,Action,330000
4631,MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,350000,10000,3614,60000,420000,Sports,70000
4632,Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,0.24,0.15,0,0.03,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,240000,150000,813,30000,420000,Action,180000
4633,Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,320000,90000,782,20000,420000,Other,100000
4634,Mega Man Anniversary Collection,GC,2004,Platform,Capcom,0.32,0.08,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,320000,80000,1252,10000,420000,Platfrom,100000
4635,Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.03,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,360000,30000,7161,30000,420000,Other,60000
4636,Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0,0,0.42,0,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9281,875,420000,343,420000,Sports,410719
4637,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.3,0.11,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,300000,110000,3422,10000,420000,Other,120000
4638,Cabela's Legendary Adventures,PS2,2008,Sports,Activision,0.21,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,160000,2247,50000,420000,Sports,210000
4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0,0,0.42,0,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4006,9237,420000,1848,420000,Other,415994
4640,Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,0.32,0.08,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,320000,80000,3074,10000,420000,Action,100000
4641,JumpStart: Escape from Adventure Island,Wii,2009,Adventure,Knowledge Adventure,0.39,0,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,390000,9514,469,30000,420000,Other,30000
4642,Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,4351,50000,420000,Other,220000
4643,Style Lab: Makeover,DS,2009,Simulation,Ubisoft,0.35,0.03,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,350000,30000,2403,30000,420000,Other,70000
4644,Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.03,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,360000,30000,380,30000,420000,Action,60000
4645,Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,100000,160000,30000,420000,Action,280000
4646,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.39,0,0,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,390000,5144,491,30000,420000,Racing,30000
4647,BloodRayne,PS2,2002,Shooter,Universal Interactive,0.2,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,207,50000,420000,Shooter,220000
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005,Puzzle,Sega,0.32,0.08,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,320000,80000,6201,10000,420000,Other,100000
4649,Castlevania: Curse of Darkness,PS2,2005,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,140000,50000,50000,420000,Action,240000
4650,Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,120000,30000,50000,420000,Action,210000
4651,Harvest Moon: Grand Bazaar,DS,2008,Simulation,Rising Star Games,0.22,0.05,0.13,0.02,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,220000,50000,130000,20000,420000,Other,200000
4652,International Superstar Soccer Pro '98,PS,1998,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,350000,30000,420000,Sports,400000
4653,Jimmy Neutron: Boy Genius,GBA,2001,Platform,THQ,0.3,0.11,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,300000,110000,1187,10000,420000,Platfrom,120000
4654,Black,XB,2006,Shooter,Electronic Arts,0.31,0.09,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,310000,90000,3875,10000,420000,Shooter,110000
4655,Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,Adventure,Nintendo,0.18,0.17,0.03,0.04,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,170000,30000,40000,420000,Other,240000
4656,Double Pack: Finding Nemo / The Incredibles,XB,2006,Action,THQ,0.31,0.09,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,310000,90000,6437,10000,420000,Action,110000
4657,Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,LucasArts,0.21,0.13,0,0.08,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,130000,2066,80000,420000,Action,210000
4658,NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.39,0,0,0.03,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,390000,735,3775,30000,420000,Action,30000
4659,Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,110000,90000,30000,420000,Other,230000
4660,Hyrule Warriors,3DS,2016,Action,Nintendo,0.16,0.12,0.11,0.03,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,120000,110000,30000,420000,Action,260000
4661,Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,0.13,0.21,0,0.08,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,210000,5023,80000,420000,Action,290000
4662,Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.16,0,0.25,0.01,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,3813,250000,10000,420000,Sports,260000
4663,WWE All Stars,PS3,2011,Fighting,THQ,0.16,0.18,0,0.07,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,180000,302,70000,420000,Other,260000
4664,Lord of the Rings: The Third Age,XB,2004,Role-Playing,Electronic Arts,0.31,0.09,0,0.01,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,310000,90000,2110,10000,420000,Role-Playing,110000
4665,Football Manager Handheld 2011,PSP,2010,Sports,Sega,0,0.28,0,0.14,0.42,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8427,280000,8655,140000,420000,Sports,411573
4666,Pirates of the Caribbean: At World's End,PS2,2007,Action,Disney Interactive Studios,0.2,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,9740,50000,420000,Action,220000
4667,Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,120000,100000,30000,420000,Other,250000
4668,X-Men vs. Street Fighter,PS,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,110000,120000,30000,420000,Other,260000
4669,High Rollers Casino,PS2,2004,Misc,Mud Duck Productions,0.2,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,3801,50000,420000,Other,220000
4670,Castlevania: The Dracula X Chronicles,PSP,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,220000,90000,40000,70000,420000,Platfrom,200000
4671,The Suffering,PS2,2004,Action,Midway Games,0.2,0.16,0,0.05,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,6419,50000,420000,Action,220000
4672,Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0,0,0.42,0,0.42,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9637,66,420000,1145,420000,Other,410363
4673,Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,260000,50000,60000,40000,420000,Other,160000
4674,Star Wars Starfighter: Special Edition,XB,2001,Simulation,LucasArts,0.3,0.1,0,0.02,0.42,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,300000,100000,7931,20000,420000,Other,120000
4675,TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0,0.03,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,360000,20000,5397,30000,410000,Shooter,50000
4676,NBA Jam,PS2,2003,Sports,Acclaim Entertainment,0.2,0.16,0,0.05,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,582,50000,410000,Sports,210000
4677,Zone of the Enders: The 2nd Runner,PS2,2003,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,150000,120000,110000,40000,410000,Other,260000
4678,Ghostbusters: The Video Game,DS,2009,Action,Atari,0.26,0.12,0,0.04,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,260000,120000,7806,40000,410000,Action,150000
4679,Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.41,0,0.41,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8802,9267,410000,4732,410000,Action,401198
4680,Jampack Spring 2004 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,8135,50000,410000,Other,210000
4681,Dexter's Laboratory Deesaster Strikes,GBA,2001,Adventure,BAM! Entertainment,0.3,0.11,0,0.01,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,300000,110000,4100,10000,410000,Other,110000
4682,NFL GameDay 2004,PS2,2003,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,675,50000,410000,Sports,210000
4683,Scooby-Doo and the Cyber Chase,GBA,2001,Adventure,Ubisoft,0.3,0.11,0,0.01,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,300000,110000,6151,10000,410000,Other,110000
4684,Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.41,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,70000,150000,60000,410000,Other,270000
4686,Tomb Raider: The Last Revelation,PC,1998,Action,Eidos Interactive,0.41,0,0,0,0.41,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,410000,5011,3458,4141,410000,Action,0
4687,pro evolution soccer 2011,PS2,2010,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,210000,50000,110000,410000,Sports,370000
4688,Sega Rally Championship 2,DC,1999,Racing,Sega,0,0,0.41,0,0.41,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3045,1644,410000,9323,410000,Racing,406955
4689,Quake II,PS,1998,Shooter,Activision,0.23,0.16,0,0.03,0.41,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,230000,160000,8899,30000,410000,Shooter,180000
4690,Crash of the Titans,PS2,2007,Action,Vivendi Games,0.34,0.01,0,0.06,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,340000,10000,9580,60000,410000,Action,70000
4691,BioShock,PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0,0.02,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,390000,5234,20000,410000,Shooter,400000
4692,Cars: Mater-National Championship,PS3,2007,Racing,THQ,0.37,0.01,0,0.03,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,370000,10000,7703,30000,410000,Racing,40000
4693,MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,160000,6806,50000,410000,Sports,210000
4694,Wheel of Fortune: 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.23,0.16,0,0.03,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,230000,160000,105,30000,410000,Other,180000
4695,Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,Ubisoft,0.26,0.13,0,0.02,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,260000,130000,8198,20000,410000,Shooter,150000
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Fighting,Namco Bandai Games,0,0,0.41,0,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6438,1916,410000,5361,410000,Other,403562
4697,Cool Boarders 2001,PS,2000,Sports,Sony Computer Entertainment,0.23,0.16,0,0.03,0.41,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,230000,160000,1144,30000,410000,Sports,180000
